,ward,district,date_day,date_year,charge_1_type,race_BLACK,race_WHITE HISPANIC,race_BLACK HISPANIC,race_WHITE,race_ASIAN / PACIFIC ISLANDER,race_UNKNOWN / REFUSED,race_AMER INDIAN / ALASKAN NATIVE
481,41,016,15,2021,F,1,0,0,0,0,0,0
482,6,003,9,2014,F,1,0,0,0,0,0,0
483,46,019,18,2021,M,1,0,0,0,0,0,0
484,37,025,18,2021,F,0,0,0,1,0,0,0
485,46,019,18,2014,F,0,0,0,1,0,0,0
486,7,003,18,2021,M,0,0,0,1,0,0,0
487,6,007,18,2021,M,1,0,0,0,0,0,0
488,9,005,16,2021,M,1,0,0,0,0,0,0
489,30,025,2,2021,M,0,1,0,0,0,0,0
490,37,015,16,2021,F,1,0,0,0,0,0,0
491,42,001,27,2018,F,1,0,0,0,0,0,0
492,42,001,18,2017,F,1,0,0,0,0,0,0
493,15,008,18,2014,O,0,0,0,1,0,0,0
494,15,008,9,2014,M,0,0,0,1,0,0,0
495,15,008,9,2014,M,0,0,0,1,0,0,0
496,13,008,15,2014,F,0,1,0,0,0,0,0
497,27,011,18,2014,F,1,0,0,0,0,0,0
498,28,010,16,2021,F,1,0,0,0,0,0,0
499,37,011,16,2021,F,1,0,0,0,0,0,0
500,32,014,16,2021,M,1,0,0,0,0,0,0
501,42,001,18,2021,M,1,0,0,0,0,0,0
502,42,001,16,2021,M,0,0,0,0,0,1,0
503,28,011,16,2021,F,0,0,0,0,1,0,0
504,37,011,16,2021,F,1,0,0,0,0,0,0
505,37,011,6,2021,O,1,0,0,0,0,0,0
506,16,007,16,2021,F,1,0,0,0,0,0,0
507,27,011,16,2021,F,1,0,0,0,0,0,0
508,4,001,16,2021,O,1,0,0,0,0,0,0
509,37,015,18,2021,M,1,0,0,0,0,0,0
510,26,025,16,2021,F,0,1,0,0,0,0,0
511,12,009,16,2021,F,0,1,0,0,0,0,0
512,49,024,16,2021,M,1,0,0,0,0,0,0
513,38,016,16,2021,M,0,0,0,1,0,0,0
514,38,016,16,2021,M,0,1,0,0,0,0,0
515,17,008,16,2021,M,1,0,0,0,0,0,0
516,36,025,16,2021,F,0,1,0,0,0,0,0
517,46,019,16,2021,M,0,1,0,0,0,0,0
518,34,005,16,2021,F,1,0,0,0,0,0,0
519,40,024,16,2021,M,0,0,0,0,1,0,0
520,9,005,16,2021,F,1,0,0,0,0,0,0
521,37,015,16,2021,F,1,0,0,0,0,0,0
522,37,015,16,2021,F,1,0,0,0,0,0,0
523,16,008,16,2021,M,1,0,0,0,0,0,0
524,6,003,16,2021,M,1,0,0,0,0,0,0
525,8,006,16,2021,F,1,0,0,0,0,0,0
526,31,025,16,2021,F,1,0,0,0,0,0,0
527,24,011,16,2021,M,1,0,0,0,0,0,0
528,49,024,16,2021,M,1,0,0,0,0,0,0
529,17,006,16,2021,F,1,0,0,0,0,0,0
530,34,022,16,2021,F,1,0,0,0,0,0,0
531,5,003,16,2021,O,1,0,0,0,0,0,0
532,37,011,16,2021,M,1,0,0,0,0,0,0
533,5,003,18,2021,M,1,0,0,0,0,0,0
534,5,003,18,2021,F,1,0,0,0,0,0,0
535,17,006,16,2021,M,1,0,0,0,0,0,0
536,16,008,16,2021,F,1,0,0,0,0,0,0
537,1,014,16,2021,F,1,0,0,0,0,0,0
538,7,004,18,2021,M,1,0,0,0,0,0,0
539,44,019,16,2021,M,0,0,0,1,0,0,0
540,9,005,16,2021,F,1,0,0,0,0,0,0
541,37,025,16,2021,M,1,0,0,0,0,0,0
542,34,005,16,2021,O,1,0,0,0,0,0,0
543,46,019,16,2021,O,1,0,0,0,0,0,0
544,28,011,16,2021,F,1,0,0,0,0,0,0
545,8,006,16,2021,M,1,0,0,0,0,0,0
546,36,025,16,2021,M,0,1,0,0,0,0,0
547,42,018,16,2021,M,1,0,0,0,0,0,0
548,17,008,16,2021,O,0,1,0,0,0,0,0
549,12,009,16,2021,M,0,0,0,1,0,0,0
550,46,019,16,2021,M,0,1,0,0,0,0,0
551,15,009,16,2021,F,0,0,0,1,0,0,0
552,42,001,17,2021,M,1,0,0,0,0,0,0
553,13,008,23,2014,M,0,1,0,0,0,0,0
554,24,010,17,2021,M,1,0,0,0,0,0,0
555,21,006,2,2021,F,1,0,0,0,0,0,0
556,17,008,17,2021,M,1,0,0,0,0,0,0
557,28,011,17,2021,F,1,0,0,0,0,0,0
558,20,002,2,2021,F,1,0,0,0,0,0,0
559,20,002,2,2021,F,0,1,0,0,0,0,0
560,35,025,17,2021,F,0,1,0,0,0,0,0
561,35,025,17,2021,F,0,1,0,0,0,0,0
562,21,006,17,2021,M,0,1,0,0,0,0,0
563,37,011,17,2021,F,0,1,0,0,0,0,0
564,4,002,17,2021,M,1,0,0,0,0,0,0
565,37,011,17,2021,F,0,0,1,0,0,0,0
566,25,012,17,2021,F,0,1,0,0,0,0,0
567,6,006,17,2021,M,1,0,0,0,0,0,0
568,39,016,17,2021,M,0,0,0,0,0,1,0
569,2,012,15,2014,F,1,0,0,0,0,0,0
570,2,012,23,2014,F,1,0,0,0,0,0,0
571,42,018,17,2021,M,1,0,0,0,0,0,0
572,31,025,17,2021,F,0,0,0,1,0,0,0
573,9,005,17,2021,F,1,0,0,0,0,0,0
574,21,022,17,2021,F,1,0,0,0,0,0,0
575,21,006,17,2021,M,1,0,0,0,0,0,0
576,41,016,17,2021,M,1,0,0,0,0,0,0
577,10,004,17,2021,M,0,1,0,0,0,0,0
578,3,002,17,2021,F,0,0,0,1,0,0,0
579,3,002,17,2021,F,1,0,0,0,0,0,0
580,3,001,17,2021,O,1,0,0,0,0,0,0
581,3,001,17,2021,F,1,0,0,0,0,0,0
582,11,009,17,2021,F,1,0,0,0,0,0,0
583,25,012,17,2021,M,0,1,0,0,0,0,0
584,24,010,17,2021,M,1,0,0,0,0,0,0
585,9,005,17,2021,M,1,0,0,0,0,0,0
586,28,011,17,2021,M,1,0,0,0,0,0,0
587,3,002,17,2021,M,1,0,0,0,0,0,0
588,44,019,17,2021,M,0,1,0,0,0,0,0
589,41,016,17,2021,M,0,0,0,1,0,0,0
590,28,011,17,2021,F,1,0,0,0,0,0,0
591,25,012,17,2021,M,0,1,0,0,0,0,0
592,25,012,17,2021,M,0,1,0,0,0,0,0
593,29,015,17,2021,M,1,0,0,0,0,0,0
594,29,015,17,2021,M,1,0,0,0,0,0,0
595,30,017,17,2021,M,0,1,0,0,0,0,0
596,4,001,17,2021,F,1,0,0,0,0,0,0
597,28,011,17,2021,F,1,0,0,0,0,0,0
598,34,022,17,2021,F,1,0,0,0,0,0,0
599,6,006,17,2021,M,1,0,0,0,0,0,0
600,16,008,17,2021,F,1,0,0,0,0,0,0
601,34,005,17,2021,F,1,0,0,0,0,0,0
602,3,002,17,2021,M,1,0,0,0,0,0,0
603,24,010,17,2021,F,1,0,0,0,0,0,0
604,15,009,17,2021,F,0,1,0,0,0,0,0
605,9,005,1,2014,M,1,0,0,0,0,0,0
606,25,001,17,2021,M,0,0,0,1,0,0,0
607,37,015,17,2021,F,1,0,0,0,0,0,0
608,36,025,17,2021,M,0,1,0,0,0,0,0
609,45,017,17,2021,M,0,1,0,0,0,0,0
610,41,016,17,2021,M,0,0,0,1,0,0,0
611,21,022,18,2021,M,1,0,0,0,0,0,0
612,3,002,26,2018,F,1,0,0,0,0,0,0
613,21,006,17,2021,F,1,0,0,0,0,0,0
614,20,003,17,2021,M,1,0,0,0,0,0,0
615,46,019,17,2021,M,1,0,0,0,0,0,0
616,13,008,17,2021,F,1,0,0,0,0,0,0
617,6,006,17,2021,M,1,0,0,0,0,0,0
618,21,022,18,2021,M,1,0,0,0,0,0,0
619,24,010,15,2014,F,1,0,0,0,0,0,0
620,28,015,18,2021,M,1,0,0,0,0,0,0
621,32,014,18,2021,M,0,0,0,1,0,0,0
622,34,005,30,2014,M,1,0,0,0,0,0,0
623,37,015,2,2021,F,1,0,0,0,0,0,0
624,28,011,18,2021,F,1,0,0,0,0,0,0
625,16,007,18,2021,F,1,0,0,0,0,0,0
626,15,009,18,2021,M,0,1,0,0,0,0,0
627,29,025,18,2021,F,1,0,0,0,0,0,0
628,28,011,18,2021,F,1,0,0,0,0,0,0
629,28,011,18,2021,O,1,0,0,0,0,0,0
630,17,006,18,2021,M,1,0,0,0,0,0,0
631,30,025,18,2021,M,0,1,0,0,0,0,0
632,9,005,18,2021,F,1,0,0,0,0,0,0
633,36,025,18,2021,M,0,1,0,0,0,0,0
634,22,010,18,2021,M,0,1,0,0,0,0,0
635,9,005,18,2021,M,1,0,0,0,0,0,0
636,31,025,18,2021,F,1,0,0,0,0,0,0
637,24,011,18,2021,F,1,0,0,0,0,0,0
638,47,019,18,2021,M,0,0,0,1,0,0,0
639,17,006,18,2021,M,1,0,0,0,0,0,0
640,9,005,18,2021,F,1,0,0,0,0,0,0
641,31,025,18,2021,M,0,1,0,0,0,0,0
642,24,010,18,2021,F,0,1,0,0,0,0,0
643,24,010,18,2021,F,0,1,0,0,0,0,0
644,16,007,18,2021,F,1,0,0,0,0,0,0
645,31,025,18,2021,M,0,1,0,0,0,0,0
646,44,019,18,2021,M,1,0,0,0,0,0,0
647,17,008,18,2021,F,1,0,0,0,0,0,0
648,27,011,18,2021,F,1,0,0,0,0,0,0
649,19,022,18,2021,M,1,0,0,0,0,0,0
650,34,005,18,2021,F,1,0,0,0,0,0,0
651,17,006,18,2021,M,1,0,0,0,0,0,0
652,36,016,18,2021,M,0,0,0,1,0,0,0
653,7,004,18,2021,M,1,0,0,0,0,0,0
654,14,008,18,2021,F,0,1,0,0,0,0,0
655,5,003,18,2021,F,1,0,0,0,0,0,0
656,48,020,18,2021,M,1,0,0,0,0,0,0
657,4,002,18,2021,F,1,0,0,0,0,0,0
658,21,006,18,2021,M,1,0,0,0,0,0,0
659,2,018,18,2021,F,0,0,0,1,0,0,0
660,5,003,18,2021,M,1,0,0,0,0,0,0
661,3,009,18,2021,M,1,0,0,0,0,0,0
662,9,005,18,2021,M,1,0,0,0,0,0,0
663,27,011,18,2021,F,1,0,0,0,0,0,0
664,6,006,18,2021,M,1,0,0,0,0,0,0
665,17,006,18,2021,M,1,0,0,0,0,0,0
666,31,025,18,2021,M,1,0,0,0,0,0,0
667,24,010,18,2021,F,1,0,0,0,0,0,0
668,37,025,18,2021,F,0,1,0,0,0,0,0
669,31,025,26,2014,M,0,1,0,0,0,0,0
670,29,025,18,2021,M,1,0,0,0,0,0,0
671,24,011,18,2021,F,1,0,0,0,0,0,0
672,24,011,2,2021,F,1,0,0,0,0,0,0
673,24,010,2,2021,F,1,0,0,0,0,0,0
674,5,003,26,2014,M,1,0,0,0,0,0,0
675,7,004,19,2021,F,1,0,0,0,0,0,0
676,8,006,19,2021,F,1,0,0,0,0,0,0
677,29,015,19,2021,F,1,0,0,0,0,0,0
678,34,005,19,2021,M,1,0,0,0,0,0,0
679,4,002,19,2021,M,1,0,0,0,0,0,0
680,17,006,19,2021,M,1,0,0,0,0,0,0
681,34,022,19,2021,M,1,0,0,0,0,0,0
682,15,007,19,2021,M,1,0,0,0,0,0,0
683,15,007,30,2021,O,1,0,0,0,0,0,0
684,30,017,19,2021,M,1,0,0,0,0,0,0
685,24,010,19,2021,F,1,0,0,0,0,0,0
686,16,007,19,2021,F,1,0,0,0,0,0,0
687,27,011,19,2021,F,1,0,0,0,0,0,0
688,27,011,19,2021,O,1,0,0,0,0,0,0
689,6,007,19,2021,M,1,0,0,0,0,0,0
690,8,004,19,2021,M,1,0,0,0,0,0,0
691,33,017,19,2021,M,0,1,0,0,0,0,0
692,38,016,19,2021,M,0,0,0,1,0,0,0
693,42,018,19,2021,O,1,0,0,0,0,0,0
694,16,007,19,2021,F,1,0,0,0,0,0,0
695,4,001,19,2021,M,1,0,0,0,0,0,0
696,26,014,19,2021,M,1,0,0,0,0,0,0
697,11,009,19,2021,F,0,1,0,0,0,0,0
698,11,009,19,2021,M,0,1,0,0,0,0,0
699,11,009,19,2021,F,0,1,0,0,0,0,0
700,14,009,19,2021,F,0,1,0,0,0,0,0
701,36,025,19,2021,F,0,1,0,0,0,0,0
702,2,018,19,2021,M,1,0,0,0,0,0,0
703,32,014,19,2021,M,0,0,0,0,1,0,0
704,26,025,19,2021,M,0,1,0,0,0,0,0
705,35,014,19,2021,M,0,0,0,1,0,0,0
706,8,006,19,2021,F,1,0,0,0,0,0,0
707,34,005,19,2021,F,1,0,0,0,0,0,0
708,25,012,18,2021,F,1,0,0,0,0,0,0
709,27,011,19,2021,M,1,0,0,0,0,0,0
710,28,011,18,2021,F,1,0,0,0,0,0,0
711,7,004,19,2021,M,1,0,0,0,0,0,0
712,10,004,18,2021,M,1,0,0,0,0,0,0
713,25,012,19,2021,F,1,0,0,0,0,0,0
714,2,018,19,2021,F,1,0,0,0,0,0,0
715,34,005,19,2021,F,1,0,0,0,0,0,0
716,23,008,19,2021,O,0,1,0,0,0,0,0
717,23,008,21,2021,M,0,1,0,0,0,0,0
718,7,004,19,2021,M,1,0,0,0,0,0,0
719,3,002,19,2021,M,0,1,0,0,0,0,0
720,24,010,19,2021,F,0,1,0,0,0,0,0
721,23,008,19,2021,M,0,1,0,0,0,0,0
722,42,018,19,2021,M,1,0,0,0,0,0,0
723,27,011,19,2021,F,1,0,0,0,0,0,0
724,6,007,19,2021,F,1,0,0,0,0,0,0
725,6,003,18,2021,M,1,0,0,0,0,0,0
726,4,001,19,2021,F,1,0,0,0,0,0,0
727,16,007,19,2021,F,1,0,0,0,0,0,0
728,42,001,19,2021,O,0,0,0,0,1,0,0
729,41,016,19,2021,M,1,0,0,0,0,0,0
730,28,011,19,2021,F,1,0,0,0,0,0,0
731,29,015,19,2021,F,1,0,0,0,0,0,0
732,7,004,18,2021,F,1,0,0,0,0,0,0
733,24,010,18,2021,M,1,0,0,0,0,0,0
734,8,004,18,2021,F,1,0,0,0,0,0,0
735,29,025,18,2021,M,1,0,0,0,0,0,0
736,29,025,20,2021,O,1,0,0,0,0,0,0
737,4,002,20,2021,M,1,0,0,0,0,0,0
738,12,009,23,2014,O,0,1,0,0,0,0,0
739,7,004,7,2014,O,0,0,0,1,0,0,0
740,7,004,17,2014,M,0,0,0,1,0,0,0
741,21,006,20,2021,F,1,0,0,0,0,0,0
742,45,016,20,2021,M,0,1,0,0,0,0,0
743,5,003,20,2021,M,1,0,0,0,0,0,0
744,22,010,20,2021,F,0,1,0,0,0,0,0
745,37,015,20,2021,M,1,0,0,0,0,0,0
746,41,016,20,2021,M,1,0,0,0,0,0,0
747,4,001,20,2021,M,1,0,0,0,0,0,0
748,28,011,20,2021,F,1,0,0,0,0,0,0
749,5,003,20,2021,F,1,0,0,0,0,0,0
750,27,012,20,2021,F,1,0,0,0,0,0,0
751,24,011,15,2014,F,0,1,0,0,0,0,0
752,28,011,20,2021,M,1,0,0,0,0,0,0
753,24,010,20,2021,F,1,0,0,0,0,0,0
754,11,001,20,2021,M,1,0,0,0,0,0,0
755,42,018,20,2021,F,0,0,0,0,1,0,0
756,5,003,20,2021,M,1,0,0,0,0,0,0
757,6,006,20,2021,F,1,0,0,0,0,0,0
758,7,004,20,2021,M,1,0,0,0,0,0,0
759,7,004,20,2021,F,1,0,0,0,0,0,0
760,9,005,20,2021,F,1,0,0,0,0,0,0
761,3,002,20,2021,M,1,0,0,0,0,0,0
762,17,007,20,2021,M,1,0,0,0,0,0,0
763,28,011,20,2021,F,1,0,0,0,0,0,0
764,28,011,20,2021,F,1,0,0,0,0,0,0
765,23,008,20,2021,M,0,1,0,0,0,0,0
766,16,007,20,2021,F,1,0,0,0,0,0,0
767,13,008,21,2014,O,0,1,0,0,0,0,0
768,13,008,8,2014,M,0,1,0,0,0,0,0
769,37,015,20,2021,M,0,1,0,0,0,0,0
770,6,006,20,2021,F,1,0,0,0,0,0,0
771,24,011,20,2021,F,1,0,0,0,0,0,0
772,29,015,20,2021,M,1,0,0,0,0,0,0
773,34,022,20,2021,F,1,0,0,0,0,0,0
774,25,012,20,2021,M,1,0,0,0,0,0,0
775,49,024,20,2021,M,0,0,0,1,0,0,0
776,24,010,20,2021,M,1,0,0,0,0,0,0
777,31,025,29,2014,F,1,0,0,0,0,0,0
778,14,008,20,2021,F,1,0,0,0,0,0,0
779,37,015,20,2021,F,1,0,0,0,0,0,0
780,5,003,20,2021,M,1,0,0,0,0,0,0
781,34,005,28,2014,M,1,0,0,0,0,0,0
782,21,022,20,2021,F,1,0,0,0,0,0,0
783,1,014,20,2021,F,0,1,0,0,0,0,0
784,31,025,20,2021,M,0,1,0,0,0,0,0
785,7,004,20,2021,M,1,0,0,0,0,0,0
786,21,022,20,2021,F,1,0,0,0,0,0,0
787,49,024,21,2021,M,1,0,0,0,0,0,0
788,30,025,21,2021,M,0,1,0,0,0,0,0
789,24,011,7,2014,M,1,0,0,0,0,0,0
790,8,003,21,2021,F,1,0,0,0,0,0,0
791,26,012,13,2014,M,1,0,0,0,0,0,0
792,38,016,21,2021,M,0,1,0,0,0,0,0
793,20,003,21,2021,F,1,0,0,0,0,0,0
794,37,015,21,2021,F,1,0,0,0,0,0,0
795,41,016,21,2021,M,1,0,0,0,0,0,0
796,9,005,21,2021,F,1,0,0,0,0,0,0
797,21,022,21,2021,F,1,0,0,0,0,0,0
798,27,012,21,2021,M,1,0,0,0,0,0,0
799,21,006,21,2021,F,1,0,0,0,0,0,0
800,30,025,21,2021,F,0,1,0,0,0,0,0
801,37,025,21,2021,M,1,0,0,0,0,0,0
802,12,010,21,2021,F,0,1,0,0,0,0,0
803,27,011,21,2021,F,1,0,0,0,0,0,0
804,4,001,21,2021,M,1,0,0,0,0,0,0
805,16,008,21,2021,O,0,1,0,0,0,0,0
806,28,011,21,2021,F,1,0,0,0,0,0,0
807,8,003,21,2021,F,1,0,0,0,0,0,0
808,6,003,21,2021,F,1,0,0,0,0,0,0
809,28,011,21,2021,F,1,0,0,0,0,0,0
810,7,004,21,2021,F,1,0,0,0,0,0,0
811,37,015,21,2021,M,1,0,0,0,0,0,0
812,10,004,21,2021,M,1,0,0,0,0,0,0
813,9,005,21,2021,M,1,0,0,0,0,0,0
814,3,001,21,2021,M,0,0,0,0,0,1,0
815,3,001,21,2021,M,1,0,0,0,0,0,0
816,47,019,21,2021,M,0,0,0,1,0,0,0
817,50,024,21,2021,M,0,1,0,0,0,0,0
818,8,004,1,2014,F,1,0,0,0,0,0,0
819,29,015,21,2021,F,1,0,0,0,0,0,0
820,11,009,21,2021,F,1,0,0,0,0,0,0
821,28,011,21,2021,M,1,0,0,0,0,0,0
822,28,011,21,2021,F,0,1,0,0,0,0,0
823,17,006,21,2021,F,1,0,0,0,0,0,0
824,37,015,21,2021,M,1,0,0,0,0,0,0
825,8,004,21,2021,O,1,0,0,0,0,0,0
826,6,006,21,2021,F,1,0,0,0,0,0,0
827,41,016,21,2021,M,0,0,0,1,0,0,0
828,41,016,21,2021,M,0,0,0,0,0,1,0
829,49,024,15,2014,F,1,0,0,0,0,0,0
830,36,025,21,2021,M,0,1,0,0,0,0,0
831,25,012,21,2021,M,0,0,0,1,0,0,0
832,12,009,21,2021,O,0,0,1,0,0,0,0
833,12,009,30,2020,M,0,1,0,0,0,0,0
834,42,001,21,2021,M,0,0,0,1,0,0,0
835,17,006,21,2021,F,1,0,0,0,0,0,0
836,24,011,21,2021,F,1,0,0,0,0,0,0
837,2,014,21,2021,M,1,0,0,0,0,0,0
838,48,020,21,2021,M,1,0,0,0,0,0,0
839,13,008,21,2021,F,1,0,0,0,0,0,0
840,5,003,12,2014,M,1,0,0,0,0,0,0
841,24,010,21,2021,F,1,0,0,0,0,0,0
842,27,012,21,2021,F,1,0,0,0,0,0,0
843,12,009,21,2021,F,0,1,0,0,0,0,0
844,44,019,21,2021,M,0,0,0,1,0,0,0
845,35,017,22,2021,M,0,0,0,1,0,0,0
846,43,018,22,2021,M,1,0,0,0,0,0,0
847,29,015,1,2014,M,0,0,0,1,0,0,0
848,3,002,22,2021,F,1,0,0,0,0,0,0
849,7,003,22,2021,M,1,0,0,0,0,0,0
850,3,002,22,2021,M,1,0,0,0,0,0,0
851,24,011,22,2021,F,1,0,0,0,0,0,0
852,24,011,22,2021,M,1,0,0,0,0,0,0
853,24,011,22,2021,M,1,0,0,0,0,0,0
854,6,007,22,2021,M,1,0,0,0,0,0,0
855,24,010,22,2021,M,1,0,0,0,0,0,0
856,24,010,22,2021,F,1,0,0,0,0,0,0
857,28,011,22,2021,F,1,0,0,0,0,0,0
858,34,022,22,2021,F,1,0,0,0,0,0,0
859,10,004,26,2014,M,1,0,0,0,0,0,0
860,31,025,22,2021,M,0,1,0,0,0,0,0
861,24,010,22,2021,F,1,0,0,0,0,0,0
862,20,009,22,2021,M,1,0,0,0,0,0,0
863,20,009,22,2021,M,1,0,0,0,0,0,0
864,42,001,22,2021,M,1,0,0,0,0,0,0
865,7,004,22,2021,F,1,0,0,0,0,0,0
866,42,001,22,2021,M,1,0,0,0,0,0,0
867,2,012,24,2014,M,1,0,0,0,0,0,0
868,34,022,22,2021,F,1,0,0,0,0,0,0
869,8,006,22,2021,F,1,0,0,0,0,0,0
870,27,011,22,2021,F,1,0,0,0,0,0,0
871,49,024,22,2021,M,0,1,0,0,0,0,0
872,49,024,22,2021,F,0,1,0,0,0,0,0
873,16,007,22,2021,F,1,0,0,0,0,0,0
874,16,007,22,2021,F,1,0,0,0,0,0,0
875,42,001,22,2021,F,1,0,0,0,0,0,0
876,34,005,22,2021,F,1,0,0,0,0,0,0
877,7,004,22,2021,M,1,0,0,0,0,0,0
878,37,015,18,2014,O,1,0,0,0,0,0,0
879,24,010,22,2021,F,1,0,0,0,0,0,0
880,42,001,22,2021,M,1,0,0,0,0,0,0
881,35,025,22,2021,M,0,1,0,0,0,0,0
882,40,024,22,2021,M,0,0,0,1,0,0,0
883,9,006,22,2021,M,1,0,0,0,0,0,0
884,31,025,22,2021,F,0,1,0,0,0,0,0
885,36,025,22,2021,F,0,1,0,0,0,0,0
886,42,001,22,2021,M,1,0,0,0,0,0,0
887,34,022,22,2021,F,1,0,0,0,0,0,0
888,36,025,22,2021,M,0,1,0,0,0,0,0
889,28,011,22,2021,F,1,0,0,0,0,0,0
890,22,010,22,2021,M,0,1,0,0,0,0,0
891,17,006,22,2021,F,0,1,0,0,0,0,0
892,27,018,22,2021,F,1,0,0,0,0,0,0
893,41,016,22,2021,M,1,0,0,0,0,0,0
894,16,007,22,2021,F,1,0,0,0,0,0,0
895,9,005,22,2021,M,1,0,0,0,0,0,0
896,26,025,22,2021,F,0,1,0,0,0,0,0
897,14,008,22,2021,F,0,1,0,0,0,0,0
898,24,010,22,2021,F,1,0,0,0,0,0,0
899,34,022,22,2021,F,1,0,0,0,0,0,0
900,28,011,22,2021,F,0,1,0,0,0,0,0
901,28,011,22,2021,F,1,0,0,0,0,0,0
902,24,011,22,2021,F,0,1,0,0,0,0,0
903,6,007,22,2021,M,1,0,0,0,0,0,0
904,46,019,22,2021,M,0,0,0,0,1,0,0
905,27,011,24,2014,F,1,0,0,0,0,0,0
906,1,014,23,2021,M,0,1,0,0,0,0,0
907,47,019,18,2014,F,1,0,0,0,0,0,0
908,38,016,23,2021,M,0,0,0,1,0,0,0
909,37,011,29,2022,F,0,1,0,0,0,0,0
910,37,011,29,2022,F,0,1,0,0,0,0,0
911,37,011,29,2022,F,0,1,0,0,0,0,0
912,37,011,29,2022,F,0,1,0,0,0,0,0
913,37,011,12,2022,F,0,1,0,0,0,0,0
914,37,011,12,2022,F,0,1,0,0,0,0,0
915,6,007,23,2021,F,1,0,0,0,0,0,0
916,28,011,23,2021,F,1,0,0,0,0,0,0
917,29,015,1,2019,M,1,0,0,0,0,0,0
918,11,009,23,2021,F,0,0,0,1,0,0,0
919,21,006,23,2021,F,1,0,0,0,0,0,0
920,16,007,29,2022,M,1,0,0,0,0,0,0
921,9,005,23,2021,F,1,0,0,0,0,0,0
922,17,007,19,2014,F,1,0,0,0,0,0,0
923,21,006,23,2021,F,1,0,0,0,0,0,0
924,28,011,23,2021,M,1,0,0,0,0,0,0
925,17,007,23,2021,M,1,0,0,0,0,0,0
926,28,011,23,2021,M,1,0,0,0,0,0,0
927,24,011,23,2021,M,1,0,0,0,0,0,0
928,37,015,23,2021,F,1,0,0,0,0,0,0
929,47,020,23,2021,F,0,0,0,1,0,0,0
930,16,009,23,2021,O,1,0,0,0,0,0,0
931,21,006,23,2021,M,1,0,0,0,0,0,0
932,17,006,23,2021,M,1,0,0,0,0,0,0
933,35,025,23,2021,F,0,1,0,0,0,0,0
934,35,025,23,2021,F,0,1,0,0,0,0,0
935,21,022,23,2021,F,1,0,0,0,0,0,0
936,28,011,23,2021,O,1,0,0,0,0,0,0
937,15,009,23,2021,M,0,0,0,1,0,0,0
938,8,006,23,2021,F,1,0,0,0,0,0,0
939,27,011,23,2021,M,1,0,0,0,0,0,0
940,24,010,23,2021,M,1,0,0,0,0,0,0
941,11,009,23,2021,F,1,0,0,0,0,0,0
942,42,018,23,2021,M,1,0,0,0,0,0,0
943,9,005,23,2021,F,1,0,0,0,0,0,0
944,16,008,23,2021,O,1,0,0,0,0,0,0
945,21,022,23,2021,F,1,0,0,0,0,0,0
946,31,025,23,2021,F,0,1,0,0,0,0,0
947,10,004,19,2021,M,1,0,0,0,0,0,0
948,6,007,23,2021,F,1,0,0,0,0,0,0
949,27,018,23,2021,M,1,0,0,0,0,0,0
950,27,011,23,2021,F,1,0,0,0,0,0,0
951,6,006,23,2021,M,1,0,0,0,0,0,0
952,24,010,23,2021,M,1,0,0,0,0,0,0
953,17,006,23,2021,M,1,0,0,0,0,0,0
954,2,018,23,2021,F,1,0,0,0,0,0,0
955,15,009,23,2021,F,0,1,0,0,0,0,0
956,27,011,23,2021,F,1,0,0,0,0,0,0
957,12,009,23,2021,F,0,1,0,0,0,0,0
958,28,015,23,2021,F,1,0,0,0,0,0,0
959,32,019,23,2021,M,0,1,0,0,0,0,0
960,8,004,23,2021,M,1,0,0,0,0,0,0
961,10,004,6,2019,M,1,0,0,0,0,0,0
962,21,006,23,2021,M,1,0,0,0,0,0,0
963,28,011,23,2021,F,1,0,0,0,0,0,0
964,7,004,23,2021,F,1,0,0,0,0,0,0
965,7,004,27,2021,F,1,0,0,0,0,0,0
966,7,004,8,2021,F,1,0,0,0,0,0,0
967,6,007,23,2021,M,1,0,0,0,0,0,0
968,27,011,23,2021,M,0,0,1,0,0,0,0
969,34,022,23,2021,M,1,0,0,0,0,0,0
970,41,016,23,2021,M,1,0,0,0,0,0,0
971,26,025,23,2021,F,1,0,0,0,0,0,0
972,24,011,23,2021,F,1,0,0,0,0,0,0
973,20,007,23,2021,F,1,0,0,0,0,0,0
974,45,016,23,2021,M,0,1,0,0,0,0,0
975,8,004,23,2021,M,1,0,0,0,0,0,0
976,7,004,23,2021,M,1,0,0,0,0,0,0
977,25,001,23,2021,M,1,0,0,0,0,0,0
978,37,011,23,2021,F,1,0,0,0,0,0,0
979,2,018,23,2021,M,1,0,0,0,0,0,0
980,34,005,23,2021,F,1,0,0,0,0,0,0
981,27,018,23,2021,F,0,0,0,0,1,0,0
982,11,009,23,2021,M,0,0,0,1,0,0,0
983,43,018,23,2021,F,0,0,0,0,1,0,0
984,28,011,23,2021,F,1,0,0,0,0,0,0
985,28,015,23,2021,F,1,0,0,0,0,0,0
986,20,009,24,2021,M,0,1,0,0,0,0,0
987,16,008,12,2014,M,0,1,0,0,0,0,0
988,34,022,24,2021,M,1,0,0,0,0,0,0
989,6,003,4,2022,M,0,1,0,0,0,0,0
990,25,012,24,2021,F,0,1,0,0,0,0,0
991,15,009,24,2021,M,0,0,0,1,0,0,0
992,28,015,29,2022,F,1,0,0,0,0,0,0
993,24,011,24,2021,M,1,0,0,0,0,0,0
994,23,008,24,2021,O,1,0,0,0,0,0,0
